abort_rate,mean_throughput,std_throughput,mean_total_transactions,abort_rate_pct,throughput_degradation_pct
0.0,785.7933333333334,33.58873670344472,2500.0,0.0,0.0
0.1,648.6733333333333,18.587335294047282,2015.6666666666667,10.0,17.449880799871057
0.2,522.4066666666666,18.688189675121908,1592.3333333333333,20.0,33.518567222933946
0.3,406.15333333333336,28.3121923088505,1206.0,30.0,48.312957605477266
