abort_rate_pct,traditional_mean_throughput,traditional_std_throughput,pipelined_mean_throughput,pipelined_std_throughput,traditional_mean_txns,pipelined_mean_txns,traditional_degradation_pct,pipelined_degradation_pct,efficiency_ratio
0.0,785.7933333333334,33.58873670344472,1034.7433333333333,71.81506898509066,2500.0,2500.0,0.0,0.0,0.7594089355492345
10.0,648.6733333333333,18.58733529404728,0.0,0.0,2015.6666666666667,0.0,17.449880799871057,100.0,inf
20.0,522.4066666666666,18.688189675121908,0.0,0.0,1592.3333333333333,0.0,33.518567222933946,100.0,inf
30.0,406.15333333333336,28.3121923088505,0.0,0.0,1206.0,0.0,48.312957605477266,100.0,inf
