throughput,avg_latency,p50_latency,p95_latency,p99_latency,total_duration,total_transactions,resolver_stats,range_server_stats,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
56.37,0.711415893,0.713789625,0.778338572,0.8234767940000001,35.939765186,2026.0,"{""waiting_transactions_avg"": 0.0, ""num_requests"": 0.0, ""waiting_transactions_max"": 0.0, ""requests_per_second"": 0.0, ""waiting_transactions_min"": 0.0, ""waiting_transactions_std"": 0.0}","{""2"": {""num_pending_commits"": [], ""num_waiters"": []}, ""0"": {""num_pending_commits"": [], ""num_waiters"": []}, ""1"": {""num_pending_commits"": [], ""num_waiters"": []}, ""3"": {""num_waiters"": [], ""num_pending_commits"": []}, ""4"": {""num_pending_commits"": [], ""num_waiters"": []}}",1764074676,,False,1,5d5741b1,2025-11-25_06-44-36,55.8136727809906,55.8136727809906,217186,primary.cascading-aborts.scaling-python-pg0.wisc.cloudlab.us,128.105.145.241,55.8136727809906,1
