trial_id,throughput,avg_latency,p50_latency,p95_latency,p99_latency,total_duration,total_transactions,resolver_stats,range_server_stats,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/num_keys,config/max_concurrency,config/num_queries,config/zipf_exponent,config/namespace,config/name,config/background_runtime_core_ids,config/workload_type,config/seed,config/iteration,config/baseline,config/resolver_cores,config/resolver_tx_load_concurrency
f859953d,738.98,0.06643703100000001,0.031723522,0.11273709800000001,1.674413151,4.059632498,3000.0,"{""waiting_transactions_avg"": 0.0, ""waiting_transactions_max"": 0.0, ""Group size: 2"": 1.0, ""requests_per_second"": 0.0, ""waiting_transactions_std"": 0.0, ""num_requests"": 0.0, ""waiting_transactions_min"": 0.0, ""Group size: 1"": 36.0}","{""44"": {""num_pending_commits"": [], ""num_waiters"": []}, ""85"": {""num_pending_commits"": [], ""num_waiters"": []}, ""96"": {""num_waiters"": [], ""num_pending_commits"": []}, ""5"": {""num_pending_commits"": [], ""num_waiters"": []}, ""12"": {""num_pending_commits"": [], ""num_waiters"": []}, ""17"": {""num_waiters"": [], ""num_pending_commits"": []}, ""47"": {""num_pending_commits"": [], ""num_waiters"": []}, ""13"": {""num_waiters"": [], ""num_pending_commits"": []}, ""54"": {""num_pending_commits"": [], ""num_waiters"": []}, ""76"": {""num_pending_commits"": [], ""num_waiters"": []}, ""49"": {""num_pending_commits"": [], ""num_waiters"": []}, ""94"": {""num_pending_commits"": [], ""num_waiters"": []}, ""59"": {""num_pending_commits"": [], ""num_waiters"": []}, ""93"": {""num_waiters"": [], ""num_pending_commits"": []}, ""97"": {""num_pending_commits"": [], ""num_waiters"": []}, ""26"": {""num_pending_commits"": [], ""num_waiters"": []}, ""51"": {""num_waiters"": [], ""num_pending_commits"": []}, ""10"": {""num_waiters"": [], ""num_pending_commits"": []}, ""53"": {""num_waiters"": [], ""num_pending_commits"": []}, ""66"": {""num_waiters"": [], ""num_pending_commits"": []}, ""72"": {""num_pending_commits"": [], ""num_waiters"": []}, ""65"": {""num_waiters"": [], ""num_pending_commits"": []}, ""82"": {""num_waiters"": [], ""num_pending_commits"": []}, ""29"": {""num_waiters"": [], ""num_pending_commits"": []}, ""89"": {""num_waiters"": [], ""num_pending_commits"": []}, ""1"": {""num_waiters"": [], ""num_pending_commits"": []}, ""16"": {""num_pending_commits"": [], ""num_waiters"": []}, ""0"": {""num_pending_commits"": [], ""num_waiters"": []}, ""87"": {""num_waiters"": [], ""num_pending_commits"": []}, ""45"": {""num_pending_commits"": [], ""num_waiters"": []}, ""67"": {""num_pending_commits"": [], ""num_waiters"": []}, ""28"": {""num_waiters"": [], ""num_pending_commits"": []}, ""11"": {""num_pending_commits"": [], ""num_waiters"": []}, ""34"": {""num_waiters"": [], ""num_pending_commits"": []}, ""80"": {""num_waiters"": [], ""num_pending_commits"": []}, ""55"": {""num_waiters"": [], ""num_pending_commits"": []}, ""19"": {""num_waiters"": [], ""num_pending_commits"": []}, ""22"": {""num_waiters"": [], ""num_pending_commits"": []}, ""73"": {""num_waiters"": [], ""num_pending_commits"": []}, ""77"": {""num_pending_commits"": [], ""num_waiters"": []}, ""18"": {""num_waiters"": [], ""num_pending_commits"": []}, ""58"": {""num_waiters"": [], ""num_pending_commits"": []}, ""20"": {""num_waiters"": [], ""num_pending_commits"": []}, ""37"": {""num_pending_commits"": [], ""num_waiters"": []}, ""52"": {""num_pending_commits"": [], ""num_waiters"": []}, ""38"": {""num_pending_commits"": [], ""num_waiters"": []}, ""42"": {""num_waiters"": [], ""num_pending_commits"": []}, ""56"": {""num_waiters"": [], ""num_pending_commits"": []}, ""6"": {""num_waiters"": [], ""num_pending_commits"": []}, ""15"": {""num_pending_commits"": [], ""num_waiters"": []}, ""48"": {""num_pending_commits"": [], ""num_waiters"": []}, ""61"": {""num_waiters"": [], ""num_pending_commits"": []}, ""21"": {""num_waiters"": [], ""num_pending_commits"": []}, ""74"": {""num_pending_commits"": [], ""num_waiters"": []}, ""81"": {""num_waiters"": [], ""num_pending_commits"": []}, ""68"": {""num_waiters"": [], ""num_pending_commits"": []}, ""24"": {""num_waiters"": [], ""num_pending_commits"": []}, ""43"": {""num_pending_commits"": [], ""num_waiters"": []}, ""69"": {""num_pending_commits"": [], ""num_waiters"": []}, ""35"": {""num_pending_commits"": [], ""num_waiters"": []}, ""2"": {""num_pending_commits"": [], ""num_waiters"": []}, ""14"": {""num_pending_commits"": [], ""num_waiters"": []}, ""36"": {""num_waiters"": [], ""num_pending_commits"": []}, ""46"": {""num_waiters"": [], ""num_pending_commits"": []}, ""23"": {""num_waiters"": [], ""num_pending_commits"": []}, ""78"": {""num_pending_commits"": [], ""num_waiters"": []}, ""84"": {""num_waiters"": [], ""num_pending_commits"": []}, ""75"": {""num_pending_commits"": [], ""num_waiters"": []}, ""39"": {""num_waiters"": [], ""num_pending_commits"": []}, ""8"": {""num_pending_commits"": [], ""num_waiters"": []}, ""30"": {""num_pending_commits"": [], ""num_waiters"": []}, ""31"": {""num_pending_commits"": [], ""num_waiters"": []}, ""57"": {""num_waiters"": [], ""num_pending_commits"": []}, ""60"": {""num_waiters"": [], ""num_pending_commits"": []}, ""33"": {""num_pending_commits"": [], ""num_waiters"": []}, ""71"": {""num_waiters"": [], ""num_pending_commits"": []}, ""62"": {""num_pending_commits"": [], ""num_waiters"": []}, ""9"": {""num_pending_commits"": [], ""num_waiters"": []}, ""50"": {""num_waiters"": [], ""num_pending_commits"": []}, ""7"": {""num_waiters"": [], ""num_pending_commits"": []}, ""83"": {""num_pending_commits"": [], ""num_waiters"": []}, ""88"": {""num_waiters"": [], ""num_pending_commits"": []}, ""40"": {""num_pending_commits"": [], ""num_waiters"": []}, ""70"": {""num_pending_commits"": [], ""num_waiters"": []}, ""25"": {""num_pending_commits"": [], ""num_waiters"": []}, ""95"": {""num_pending_commits"": [], ""num_waiters"": []}, ""4"": {""num_pending_commits"": [], ""num_waiters"": []}, ""63"": {""num_waiters"": [], ""num_pending_commits"": []}, ""86"": {""num_pending_commits"": [], ""num_waiters"": []}, ""90"": {""num_pending_commits"": [], ""num_waiters"": []}, ""91"": {""num_waiters"": [], ""num_pending_commits"": []}, ""98"": {""num_waiters"": [], ""num_pending_commits"": []}, ""64"": {""num_pending_commits"": [], ""num_waiters"": []}, ""99"": {""num_pending_commits"": [], ""num_waiters"": []}, ""79"": {""num_waiters"": [], ""num_pending_commits"": []}, ""41"": {""num_pending_commits"": [], ""num_waiters"": []}, ""92"": {""num_pending_commits"": [], ""num_waiters"": []}, ""27"": {""num_pending_commits"": [], ""num_waiters"": []}, ""32"": {""num_pending_commits"": [], ""num_waiters"": []}, ""3"": {""num_pending_commits"": [], ""num_waiters"": []}}",1762367769,,True,1,2025-11-05_12-36-09,23.949344396591187,23.949344396591187,194093,primary.cascading-aborts.scaling-python-pg0.wisc.cloudlab.us,128.105.145.190,23.949344396591187,1,"1_artificial_abort_rate=0.3000,background_runtime_core_ids=3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30_31,baseline=Pipelined,enable_cascading_abort=True,iteration=0,max_concurrency=50,name=ant,namespace=spectacular,num_keys=100,num_queries=3000,background_runtime_core_ids=1,cpu_percentage=1,resolver_cores=1,background_runtime_core_ids=2_3,max_concurrency=0,num_keys=100,num_queries=None,resolver_tx_load_concurrency=0,seed=1239967999,workload_type=custom,zipf_exponent=0.0000",100,50,3000,0.0,spectacular,ant,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",custom,1239967999,0,Pipelined,1,0
c4db8255,1254.16,0.038505121,0.031120918,0.100663875,0.13516177999999998,2.392041154,3000.0,"{""num_requests"": 0.0, ""waiting_transactions_min"": 0.0, ""requests_per_second"": 0.0, ""waiting_transactions_max"": 0.0, ""waiting_transactions_avg"": 0.0, ""waiting_transactions_std"": 0.0}","{""71"": {""num_waiters"": [], ""num_pending_commits"": []}, ""46"": {""num_waiters"": [], ""num_pending_commits"": []}, ""91"": {""num_pending_commits"": [], ""num_waiters"": []}, ""70"": {""num_waiters"": [], ""num_pending_commits"": []}, ""65"": {""num_waiters"": [], ""num_pending_commits"": []}, ""7"": {""num_pending_commits"": [], ""num_waiters"": []}, ""17"": {""num_pending_commits"": [], ""num_waiters"": []}, ""58"": {""num_waiters"": [], ""num_pending_commits"": []}, ""85"": {""num_pending_commits"": [], ""num_waiters"": []}, ""48"": {""num_pending_commits"": [], ""num_waiters"": []}, ""51"": {""num_waiters"": [], ""num_pending_commits"": []}, ""81"": {""num_waiters"": [], ""num_pending_commits"": []}, ""55"": {""num_pending_commits"": [], ""num_waiters"": []}, ""12"": {""num_waiters"": [], ""num_pending_commits"": []}, ""82"": {""num_waiters"": [], ""num_pending_commits"": []}, ""1"": {""num_waiters"": [], ""num_pending_commits"": []}, ""42"": {""num_waiters"": [], ""num_pending_commits"": []}, ""56"": {""num_waiters"": [], ""num_pending_commits"": []}, ""59"": {""num_waiters"": [], ""num_pending_commits"": []}, ""63"": {""num_pending_commits"": [], ""num_waiters"": []}, ""84"": {""num_pending_commits"": [], ""num_waiters"": []}, ""64"": {""num_waiters"": [], ""num_pending_commits"": []}, ""36"": {""num_pending_commits"": [], ""num_waiters"": []}, ""47"": {""num_pending_commits"": [], ""num_waiters"": []}, ""86"": {""num_waiters"": [], ""num_pending_commits"": []}, ""40"": {""num_pending_commits"": [], ""num_waiters"": []}, ""95"": {""num_pending_commits"": [], ""num_waiters"": []}, ""16"": {""num_waiters"": [], ""num_pending_commits"": []}, ""6"": {""num_waiters"": [], ""num_pending_commits"": []}, ""50"": {""num_pending_commits"": [], ""num_waiters"": []}, ""77"": {""num_pending_commits"": [], ""num_waiters"": []}, ""9"": {""num_waiters"": [], ""num_pending_commits"": []}, ""10"": {""num_pending_commits"": [], ""num_waiters"": []}, ""83"": {""num_waiters"": [], ""num_pending_commits"": []}, ""19"": {""num_pending_commits"": [], ""num_waiters"": []}, ""4"": {""num_waiters"": [], ""num_pending_commits"": []}, ""5"": {""num_waiters"": [], ""num_pending_commits"": []}, ""26"": {""num_pending_commits"": [], ""num_waiters"": []}, ""29"": {""num_waiters"": [], ""num_pending_commits"": []}, ""52"": {""num_waiters"": [], ""num_pending_commits"": []}, ""57"": {""num_pending_commits"": [], ""num_waiters"": []}, ""3"": {""num_waiters"": [], ""num_pending_commits"": []}, ""20"": {""num_pending_commits"": [], ""num_waiters"": []}, ""76"": {""num_pending_commits"": [], ""num_waiters"": []}, ""41"": {""num_pending_commits"": [], ""num_waiters"": []}, ""14"": {""num_pending_commits"": [], ""num_waiters"": []}, ""30"": {""num_pending_commits"": [], ""num_waiters"": []}, ""32"": {""num_pending_commits"": [], ""num_waiters"": []}, ""68"": {""num_pending_commits"": [], ""num_waiters"": []}, ""78"": {""num_waiters"": [], ""num_pending_commits"": []}, ""0"": {""num_pending_commits"": [], ""num_waiters"": []}, ""67"": {""num_waiters"": [], ""num_pending_commits"": []}, ""60"": {""num_waiters"": [], ""num_pending_commits"": []}, ""15"": {""num_waiters"": [], ""num_pending_commits"": []}, ""99"": {""num_waiters"": [], ""num_pending_commits"": []}, ""21"": {""num_waiters"": [], ""num_pending_commits"": []}, ""13"": {""num_pending_commits"": [], ""num_waiters"": []}, ""80"": {""num_waiters"": [], ""num_pending_commits"": []}, ""38"": {""num_pending_commits"": [], ""num_waiters"": []}, ""45"": {""num_waiters"": [], ""num_pending_commits"": []}, ""39"": {""num_waiters"": [], ""num_pending_commits"": []}, ""75"": {""num_pending_commits"": [], ""num_waiters"": []}, ""31"": {""num_waiters"": [], ""num_pending_commits"": []}, ""69"": {""num_waiters"": [], ""num_pending_commits"": []}, ""94"": {""num_waiters"": [], ""num_pending_commits"": []}, ""97"": {""num_waiters"": [], ""num_pending_commits"": []}, ""73"": {""num_pending_commits"": [], ""num_waiters"": []}, ""43"": {""num_waiters"": [], ""num_pending_commits"": []}, ""33"": {""num_pending_commits"": [], ""num_waiters"": []}, ""37"": {""num_waiters"": [], ""num_pending_commits"": []}, ""88"": {""num_pending_commits"": [], ""num_waiters"": []}, ""93"": {""num_waiters"": [], ""num_pending_commits"": []}, ""96"": {""num_pending_commits"": [], ""num_waiters"": []}, ""79"": {""num_waiters"": [], ""num_pending_commits"": []}, ""28"": {""num_pending_commits"": [], ""num_waiters"": []}, ""2"": {""num_waiters"": [], ""num_pending_commits"": []}, ""24"": {""num_pending_commits"": [], ""num_waiters"": []}, ""53"": {""num_pending_commits"": [], ""num_waiters"": []}, ""87"": {""num_waiters"": [], ""num_pending_commits"": []}, ""49"": {""num_waiters"": [], ""num_pending_commits"": []}, ""23"": {""num_pending_commits"": [], ""num_waiters"": []}, ""44"": {""num_waiters"": [], ""num_pending_commits"": []}, ""62"": {""num_waiters"": [], ""num_pending_commits"": []}, ""98"": {""num_waiters"": [], ""num_pending_commits"": []}, ""27"": {""num_waiters"": [], ""num_pending_commits"": []}, ""25"": {""num_waiters"": [], ""num_pending_commits"": []}, ""90"": {""num_waiters"": [], ""num_pending_commits"": []}, ""92"": {""num_waiters"": [], ""num_pending_commits"": []}, ""72"": {""num_waiters"": [], ""num_pending_commits"": []}, ""8"": {""num_waiters"": [], ""num_pending_commits"": []}, ""11"": {""num_waiters"": [], ""num_pending_commits"": []}, ""61"": {""num_waiters"": [], ""num_pending_commits"": []}, ""34"": {""num_pending_commits"": [], ""num_waiters"": []}, ""54"": {""num_pending_commits"": [], ""num_waiters"": []}, ""35"": {""num_waiters"": [], ""num_pending_commits"": []}, ""74"": {""num_waiters"": [], ""num_pending_commits"": []}, ""89"": {""num_waiters"": [], ""num_pending_commits"": []}, ""22"": {""num_waiters"": [], ""num_pending_commits"": []}, ""66"": {""num_waiters"": [], ""num_pending_commits"": []}, ""18"": {""num_pending_commits"": [], ""num_waiters"": []}}",1762367774,,True,1,2025-11-05_12-36-14,4.4101879596710205,4.4101879596710205,194093,primary.cascading-aborts.scaling-python-pg0.wisc.cloudlab.us,128.105.145.190,4.4101879596710205,1,"2_artificial_abort_rate=0.3000,background_runtime_core_ids=3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30_31,baseline=Pipelined,enable_cascading_abort=True,iteration=1,max_concurrency=50,name=ant,namespace=spectacular,num_keys=100,num_queries=3000,background_runtime_core_ids=1,cpu_percentage=1,resolver_cores=1,background_runtime_core_ids=2_3,max_concurrency=0,num_keys=100,num_queries=None,resolver_tx_load_concurrency=0,seed=1239968009,workload_type=custom,zipf_exponent=0.0000",100,50,3000,0.0,spectacular,ant,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",custom,1239968009,1,Pipelined,1,0
