throughput,avg_latency,p50_latency,p95_latency,p99_latency,total_duration,total_transactions,resolver_stats,range_server_stats,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
104.64,0.287564077,0.286491445,0.338120549,0.35397370499999997,14.525453588,1520.0,"{""waiting_transactions_max"": 0.0, ""waiting_transactions_avg"": 0.0, ""waiting_transactions_std"": 0.0, ""waiting_transactions_min"": 0.0, ""Group size: 1"": 1.0, ""requests_per_second"": 0.0, ""num_requests"": 0.0}","{""3"": {""num_waiters"": [], ""num_pending_commits"": []}, ""1"": {""num_pending_commits"": [], ""num_waiters"": []}, ""0"": {""num_waiters"": [], ""num_pending_commits"": []}, ""2"": {""num_waiters"": [], ""num_pending_commits"": []}, ""4"": {""num_waiters"": [], ""num_pending_commits"": []}}",1764075639,,False,1,1b2079a0,2025-11-25_07-00-39,34.397071838378906,34.397071838378906,222470,primary.cascading-aborts.scaling-python-pg0.wisc.cloudlab.us,128.105.145.241,34.397071838378906,1
